place,name,address,latitude,longitude,ranking
ChIJ363x4UUndkgRX7lg757FjYc,The Galley Hall,"Hailey Ln, Hailey, Hoddesdon, Hertford SG13 7NY, United Kingdom",51.7785558,-0.0197376,4.5
ChIJ3671GUcGdkgRsqASFyZ3hkM,Windmill Inn,"40 Commonside W, Mitcham CR4 4HA, United Kingdom",51.4017205,-0.1608232,4.6
ChIJ36pinZMDdkgRhI2D1fn6klg,The Lordship Pub,"211 Lordship Ln, London SE22 8HA, United Kingdom",51.4546139,-0.0770053,4.4
ChIJ377FWNIadkgRl8dspO5TY24,Golden Eagle,"59 Marylebone Ln, London W1U 2NY, United Kingdom",51.5176987,-0.1507841,4.2
ChIJ38HKnLxqdkgRdh4EaCfTQV0,Cother Arms,"188-192 St Albans Rd, Watford WD24 4AT, United Kingdom",51.67025289999999,-0.3969989,3.7
ChIJ38VviEYddkgRvOpGRZ7Jfiw,Little Driver,"125 Bow Rd, Bow, London E3 2AN, United Kingdom",51.5278541,-0.0224103,4.4
ChIJ38Y5f2McdkgRGBASpRWMhKk,The Auld Shillelagh,"105 Stoke Newington Church St, London N16 0UD, United Kingdom",51.5620538,-0.0794564,4.7
ChIJ38lAkXMJdkgRO4LbmxGegwk,Woodies Freehouse,"The Sportsground, Thetford Rd, New Malden, England KT3 5DX, United Kingdom",51.3920538,-0.2672002,4.4
ChIJ39wsw1MDdkgRFYUxHsFjWk8,"The Hydrant, Monument","Equitable House, 1 Monument St, London EC3R 8BG, United Kingdom",51.5104167,-0.0863275999999999,4.1
ChIJ3QEp-GsFdkgRadkBn88MO2s,The Sydney Arms,"70 Sydney St, London SW3 6NJ, United Kingdom",51.4887817,-0.1694722,4.2
ChIJ3Qblm12q2EcRNoGGbAq-sFQ,Bricklayers Arms,"143 Masons Hill, Bromley BR2 9HW, United Kingdom",51.3964746,0.0243974,4.3
ChIJ3R8taMccdkgRe7MWeF5Ed4M,Royal Oak,"73 Columbia Rd, London E2 7RG, United Kingdom",51.5295681,-0.0693181,4.3
ChIJ3UH32PIEdkgRB2NQXSABQ7o,Fentiman Arms,"64 Fentiman Rd, London SW8 1LN, United Kingdom",51.4809855,-0.1181615,4.2
ChIJ3UHQ3x8bdkgRle3hxqrg1tU,Camden Head,"100 Camden High St, London NW1 0LU, United Kingdom",51.5373131,-0.1409369,4.2
ChIJ3VDU-r4EdkgRTxTmIVTL0ao,The Pineapple,"53 Hercules Rd, London SE1 7DZ, United Kingdom",51.4972278,-0.1138738,4.2
ChIJ3WVVRDkFdkgRBupymofNwAY,Gloucester,"187 Sloane St, London SW1X 9QR, United Kingdom",51.4999794,-0.1596043,4.2
ChIJ3X4j08ek2EcRzrUZgEPmWws,The Sun Public House,"47 London Rd, Romford RM7 9QA, United Kingdom",51.5753142,0.1760836,4.3
ChIJ3XUJZkggdkgRLJkbnrwLKh4,The Old English Gentleman,"253 Turners Hill, Cheshunt, Waltham Cross EN8 9DG, United Kingdom",51.7073158,-0.0372435,3.9
ChIJ3XvB0IsPdkgRo151mr0Kp2k,The Pembroke,"261 Old Brompton Rd, London SW5 9JA, United Kingdom",51.4889376,-0.1914916,4.2
ChIJ3Ya_9zgFdkgRKV2cbFSUIww,Paxtons Head,"153 Knightsbridge, London SW1X 7PA, United Kingdom",51.5015943,-0.1623041,4.1
ChIJ3YqJa_cGdkgRU9mM7wHr9CM,The Spurstowe Arms,"68 Greenwood Rd, London E8 1AB, United Kingdom",51.5453895,-0.0631891,4.2
ChIJ3_KJDO0cdkgRjXTdDe5L8XY,Prince George,"40 Parkholme Rd, London E8 3AG, United Kingdom",51.545035,-0.0681579,4.4
ChIJ3_L7BbMWdkgRR_UMoMUInp4,Blarneys,"128 Burnt Oak Broadway, Burnt Oak, Edgware HA8 0BB, United Kingdom",51.6011059,-0.2676791,4.1
ChIJ3_RcuJkFdkgRPLumZHb__1g,The Falcon,"2 St John's Hill, Greater, London SW11 1RU, United Kingdom",51.46382149999999,-0.1680113,4.0
ChIJ3_i2XGsOdkgRcnblPpOl80M,The Crown & Anchor,"374 Chiswick High Rd., Greater, Chiswick, London W4 5TA, United Kingdom",51.492632,-0.263726,4.4
ChIJ3_pculwDdkgRPvbpgEsodM8,Simon The Tanner,"231 Long Ln, London SE1 4PR, United Kingdom",51.4982693,-0.0829795,4.5
ChIJ3c3OXTMbdkgR9aMTCn6bnKg,The White Hart,"191 Drury Ln, London WC2B 5QD, United Kingdom",51.5161385,-0.1241291,4.2
ChIJ3c8nOfYPdkgR0QUvligOSeo,Greyhound,"1 Kensington Square, London W8 5EP, United Kingdom",51.5010887,-0.1895063,4.2
ChIJ3c9WZFYMdkgRuS0-k2vZZ-4,The Victoria Tavern,"56 Worple Rd, Isleworth TW7 7BA, United Kingdom",51.4644819,-0.3277507,4.5
ChIJ3cD4TQoGdkgRo0OrhEv1YVo,The Castle,"38 Tooting High St, London SW17 0RG, United Kingdom",51.4285499,-0.1676923,4.2
ChIJ3clx1s6n2EcR7B7oeDPrUFA,The Boleyn Tavern,"1 Barking Rd, London E6 1PW, United Kingdom",51.53039829999999,0.038118,4.6
ChIJ3dacWbUcdkgRmClPidtcVwo,The White Hart,"89 Whitechapel High St, London E1 7RA, United Kingdom",51.5158037,-0.0708067,4.3
ChIJ3dqKXI8FdkgRJ3S4ApP55Rk,"The Bay and Bracket, Victoria","17-19 Artillery Row, London SW1P 1RT, United Kingdom",51.4966948,-0.1354564,4.2
ChIJ3f3tjlgOdkgRWKpyc4mKhdQ,Coach & Horses,"27 Barnes High St, London SW13 9LW, United Kingdom",51.47358209999999,-0.2500422,4.4
ChIJ3fIfMqNw2EcRzRBXB9zKt1A,City Pub Company,"Head Office, Essel House, 2nd Floor,, 29 Foley St, London W1W 7TH, United Kingdom",51.5191113,-0.1405825,2.3
ChIJ3wBypqmv2EcRaMdaMIIdyk8,The Village Inn,"104 Nuxley Rd, Belvedere DA17 5LD, United Kingdom",51.480191,0.1435602,4.4
ChIJ3xPDNzYbdkgRh1ZHAYBhgNk,The Perseverance,"63 Lamb's Conduit St, London WC1N 3NB, United Kingdom",51.52226020000001,-0.1188374,4.2
ChIJ3xf98rIcdkgRupUreO2qQ9Y,The Bull and The Hide,"4-6 Devonshire Row, London EC2M 4RH, United Kingdom",51.516979,-0.0803392,4.1
ChIJ3yT2HBKp2EcRC0MIGcoe9Jk,Long Pond,"110 Westmount Rd, London SE9 1UT, United Kingdom",51.4569225,0.0595733,4.6
ChIJ4-6PJ7QcdkgRLlAsVjwGdf8,The Golden Heart,"110 Commercial St, London E1 6LZ, United Kingdom",51.520155,-0.0742545999999999,3.4
ChIJ4-cYgIOs2EcRWI70cqznCNc,The Cricketers,"93 Chislehurst Rd, Orpington BR6 0EY, United Kingdom",51.3810514,0.0991948,4.4
ChIJ40H2hNyp2EcRkNDfIHed95M,Duke Of Edinburgh,"394 Lee High Rd, London SE12 8RW, United Kingdom",51.4567314,0.0093364,4.5
ChIJ40eQBjsddkgRjMVAHOS497U,The Lord Tredegar,"50 Lichfield Rd, London E3 5AL, United Kingdom",51.52834610000001,-0.0334731,4.6
ChIJ41WAfLcNdkgRZFy8L6fu_gE,Magpie and Crown,"128 High St, London, Brentford TW8 8EW, United Kingdom",51.48276629999999,-0.3091736,4.4
ChIJ41jhLm0ddkgRl1xKQd1j3pY,No90 Hackney Wick,"90, 92, 94 Wallis Rd, London E9 5LN, United Kingdom",51.5441317,-0.0226943,4.1
ChIJ42CkrY8FdkgRQNocLApP9m8,"The Beehive, Wandsworth","197 St John's Hill, London SW11 1TH, United Kingdom",51.4598977,-0.1782536,4.4
ChIJ42m60H4ddkgRw__VGDXcrs8,The Leyton Star,"116 High Rd. Leyton, London E15 2BX, United Kingdom",51.5540349,-0.0050796,4.4
ChIJ43ABmVYbdkgRBHWIIs8i-wg,"The Sutton Arms, EC1","6 Carthusian St, Barbican, London EC1M 6EB, United Kingdom",51.5206989,-0.0981575,4.3
ChIJ44DOxVau2EcRpjMiIPScwrs,Yacht,"167 Long Ln, Bexleyheath DA7 5AE, United Kingdom",51.4662334,0.1449703,4.0
ChIJ47DSSlQOdkgRzEsgVbzLuwo,"The Red Lion, Barnes","2 Castelnau, London SW13 9RU, United Kingdom",51.4755063,-0.2389859,4.4
ChIJ49pMgUYDdkgRn9PICdmcokc,The Kings Arms,"251 Tooley St, London SE1 2JX, United Kingdom",51.5014514,-0.0756946999999999,4.5
ChIJ4SNdMjEMdkgR27clqEk-95I,The Hope,"115-117 Kew Rd, London TW9 2PN, United Kingdom",51.4654714,-0.2993424,4.2
ChIJ4TH2_u4SdkgRuhGu62dVfGk,The Railway,"390 Oldfield Ln N, Greenford UB6 0AP, United Kingdom",51.5431512,-0.345057,4.1
ChIJ4TTS0MkCdkgRmGGFTrT6g5I,The Ledger Building,"West India Quay, 4 Hertsmere Rd, London E14 4AL, United Kingdom",51.5075722,-0.0245137,4.2
ChIJ4TxuoZcFdkgR0QpKHgIvkyM,The Goat,"66 Battersea Rise, Greater, London SW11 1EQ, United Kingdom",51.4609404,-0.1662873,4.1
ChIJ4UBjIAobdkgR0ixhyjWiytw,Homeboy Bar - Islington,"108 Essex Rd, London N1 8LX, United Kingdom",51.5389395,-0.0982812,4.6
ChIJ4W6QLJocdkgRR-ZoeX7exsU,De Beauvoir Arms,"113 Southgate Rd, London N1 3JS, United Kingdom",51.5416736,-0.0851045,4.4
ChIJ4Wo4iWyq2EcRvczMq7ThVgI,"The Railway Tavern, Bromley","45 East St, Bromley BR1 1QQ, United Kingdom",51.4077499,0.0164739,4.3
ChIJ4_01m0YPdkgRQJ-Pctderbc,The Old Fields,"20 Replingham Rd, London SW18 5LS, United Kingdom",51.4447061,-0.2051527,4.3
ChIJ4aNdbSQ_dkgRCmrEvmdh3Ko,The White Swan,"1 Upper Dagnall St, St Albans AL3 5EA, United Kingdom",51.7521567,-0.3399737,4.3
ChIJ4aU7Zrir2EcReWtLCpBh2Yg,Imperial Arms Pub & Courtyard Bistro,"1 Old Hill, Chislehurst BR7 5LZ, United Kingdom",51.40914249999999,0.0618646999999999,4.5
ChIJ4ah4yUQDdkgR5_tsr26TmZo,The Garrison,"99 Bermondsey St, London SE1 3XB, United Kingdom",51.50069,-0.081719,4.1
ChIJ4b6eRt8-dkgRAH5SstZDYqw,The Victoria St Albans,"82 Victoria St St Albans, Hertfordshire AL1 3TG, St Albans AL1 3TG, United Kingdom",51.7508103,-0.3324299000000001,4.3
ChIJ4dX96B4GdkgR7uHIkn75i2A,Watermill Restaurant,"3 Watermill Wy, Wimbledon, London SW19 2RD, United Kingdom",51.4134039,-0.1831473,4.0
ChIJ4fAHKcUTdkgRUGEBAHjnJnM,The Preston,"161 Preston Rd, London HA9 8NG, United Kingdom",51.5696929,-0.2952646,4.3
ChIJ4fzfKUoHdkgRN6mDZgBvxaU,The Tree House,"78 S End, Croydon CR0 1DP, United Kingdom",51.3651846,-0.0992312,4.2
ChIJ4xJPWtGo2EcR2NsdGs4jKLM,Who'd A Thought It,"7 Timbercroft Ln, London SE18 2SB, United Kingdom",51.478979,0.0874422,3.9
ChIJ4xebmPGo2EcRxAIWF-Y-oI8,Kings Arms,"1 Frances St, London SE18 5EF, United Kingdom",51.4874178,0.0562145999999999,2.5
ChIJ4zpbPScVdkgRXWqagS47ZoI,The Belmont,"14 Station Parade, Harrow HA3 8SB, United Kingdom",51.6008333,-0.3196337,4.8
ChIJ4zwEbNQNdkgR_ioyfJfpsNY,Kew Gardens Hotel,"292 Sandycombe Rd, Richmond TW9 3NG, United Kingdom",51.47608899999999,-0.2868823,4.2
ChIJ5-6JJnWp2EcRSvEK4mXCu3s,"The White Hart, Eltham","2 Eltham High St, London SE9 1DA, United Kingdom",51.451242,0.048896,4.3
ChIJ5-Popu0idkgRnkH_tTzSVeM,Judges Bar & Restaurant Potters Bar,"1 Judges Hill, Northaw, Potters Bar EN6 4NL, United Kingdom",51.7050656,-0.1515379,4.3
ChIJ5-bTw0ek2EcR0hRDIlQ9XEY,The Tollgate,"High Rd, Romford RM6 6QT, United Kingdom",51.5720615,0.141343,4.0
ChIJ5-xU27cPdkgRuuD97ntp1wo,The Swan,"46 Hammersmith Broadway, Greater, London W6 0DZ, United Kingdom",51.49306060000001,-0.2249448,4.2
ChIJ512vnyQFdkgR7obIg35GM8s,Horse & Groom,"7 Groom Pl, London SW1X 7BA, United Kingdom",51.4993171,-0.151068,4.4
ChIJ520LN2EBdkgR2exzmZVfSQQ,The Great Southern,"79 Gipsy Hill, Norwood, London SE19 1QH, United Kingdom",51.4239146,-0.0837885999999999,4.5
ChIJ52G0Y-gddkgRBDmAqXB5rQI,Ye Olde Rose & Crown,"53 Hoe St, London E17 4SA, United Kingdom",51.5877776,-0.0206265,4.4
ChIJ52hWhckidkgRMAPa061-54I,Builders Arms,"47 Heath Rd, Potters Bar EN6 1LR, United Kingdom",51.7064556,-0.1826901,4.5
ChIJ531-iYMDdkgRzdYPz5-ryJk,George Canning,"123 Grove Ln, London SE5 8BG, United Kingdom",51.46805089999999,-0.0862291,4.2
ChIJ53Q2E4sPdkgRiUrEyT7IGhQ,Courtfield,"187 Earls Ct Rd, London SW5 9AN, United Kingdom",51.49219300000001,-0.1926236,4.0
ChIJ53RE6Qup2EcRXKKe7CosKEM,The Observatory,"The Observatory, The Millennium Dome Millennium Way, 31 Entertainment Avenue, 31 Entertainment Avenue, London SE10 0DY, United Kingdom",51.5043607,0.0035958,4.4
ChIJ53sLLXsjdkgR08NtBVy5l-c,Rose and Crown,"22 HIgh Rd, Essendon, Hatfield AL9 6HW, United Kingdom",51.7602773,-0.1538153,4.6
ChIJ556cqPAEdkgRaIAriFvhx9c,The Nott,"257 Wandsworth Rd, London SW8 2NB, United Kingdom",51.47872719999999,-0.1288229,4.0
ChIJ57y0-pUPdkgR3zDumJXPaGs,The Curtains Up,"28A Comeragh Rd, London W14 9HR, United Kingdom",51.4893551,-0.2094937,4.5
ChIJ58bHxE4bdkgR5YJAUb7vwdk,The Clerk & Well - Pub in Clerkenwell,"156 Clerkenwell Rd, London EC1R 5DU, United Kingdom",51.52214739999999,-0.1106869,4.3
ChIJ59bY23Sp2EcR2lR0XOSijJw,Draughts,"Eltham High St, London SE9 1DH, United Kingdom",51.45105419999999,0.050144,4.4
ChIJ59mZTuEadkgRTv5loJCl9C4,The Ice Wharf - JD Wetherspoon,"28A, 28B Jamestown Rd, London NW1 7BY, United Kingdom",51.540874,-0.145664,4.1
ChIJ5RaXpLMcdkgR9zQEorKYcI4,Kings Stores,"14 Widegate St, London E1 7HP, United Kingdom",51.51804449999999,-0.0778195,4.3
ChIJ5SyUZ2ACdkgRbXPCEZd9Rjk,The Brookmill,"65 Cranbrook Rd, London SE8 4EJ, United Kingdom",51.4709042,-0.0220223,4.5
ChIJ5UjD1WSu2EcRmkqe_oRqPxE,Tanyard Lane Bar & Kitchen,"61-63 Bexley High St, Bexley DA5 1AA, United Kingdom",51.4416427,0.1492555,4.4
ChIJ5UjKnEUbdkgREgHDGTZlDN8,Exmouth Arms,"23 Exmouth Market, London EC1R 4QL, United Kingdom",51.5257514,-0.1096799,4.3
ChIJ5V2NTN0LdkgRZQCv2yBPxiA,The Bricklayers Arms,"53 Hawks Rd, Kingston upon Thames KT1 3DS, United Kingdom",51.40914799999999,-0.291797,4.3
ChIJ5V_fHPSr2EcRE7Wv9m2OrBc,Sydney Arms,"Old Perry St, Chislehurst BR7 6PL, United Kingdom",51.4149054,0.0883253,4.3
ChIJ5Vj7iN4FdkgR3M_TULhj-vE,Wheatsheaf,"2 Upper Tooting Rd, Tooting Bec, London SW17 7TS, United Kingdom",51.4356948,-0.160046,4.5
ChIJ5VwNIDUbdkgRlSdaxjJeltk,The George,"The George, 8 Great Queen St, London WC2B 5DH, United Kingdom",51.5161552,-0.1203605,4.1
ChIJ5WwrX5uu2EcRzbMyA-M2v9Q,Albany Hotel,"13 Steynton Ave, Bexley DA5 3HN, United Kingdom",51.4361207,0.1265337,4.0
ChIJ5XHW44en2EcRWyOWUwdEt9o,The Greyhound,"136 W Ham Ln, London E15 4PT, United Kingdom",51.53586439999999,0.0068810999999999,4.0
ChIJ5YC0gYgPdkgRDIo3VnEw6J0,The Connolly’s Bar & Diner,"450 Chiswick High Rd., Chiswick, London W4 5TT, United Kingdom",51.492881,-0.2675355,4.4
ChIJ5YmjWPkPdkgR8B8UYEF1zeA,"The Mall Tavern, Notting Hill","71 Palace Gardens Terrace, London W8 4DY, United Kingdom",51.5084885,-0.193922,4.4
ChIJ5ZrPGuUZdkgRj0LoisRxok4,"The Elephant Inn, Finchley","283 Ballards Ln, London N12 8NR, United Kingdom",51.6115133,-0.1792032,4.2
ChIJ5_debHOp2EcR3s6h9vH_Vxc,Eltham GPO,"4 Passey Pl, London SE9 5DQ, United Kingdom",51.45035439999999,0.0539791,4.3
ChIJ5aruXGQddkgRY0UjwwB5Xpg,Bat & Ball,"2 Montfichet Road Westfield, London E20 1EJ, United Kingdom",51.5426729,-0.0070504,4.0
ChIJ5azha5sfdkgRV6tUaZ_ZkBs,The Prince Albert,"611 Hertford Rd, Enfield EN3 6UP, United Kingdom",51.6713406,-0.0401864,4.2
ChIJ5bFisW8BdkgRb6ySZ6yK2o8,Bridge House,"2 High St, London SE20 8RZ, United Kingdom",51.4181633,-0.0605138999999999,4.3
ChIJ5bKUWoQPdkgR3dH4lL617XY,McGettigan's Fulham,"1 Fulham Broadway, London SW6 1AA, United Kingdom",51.4799726,-0.1959914,4.0
ChIJ5bYwi1Kh2EcRI8NrQwm6nNo,Sizzling Pub Grill,"Fencepiece Rd, Ilford IG6 2NG, United Kingdom",51.6015826,0.0838585,2.3
ChIJ5bwduyIadkgRut5EZ20KkkM,The Bald Faced Stag,"69 High Rd, London N2 8AB, United Kingdom",51.5893539,-0.1640734,4.2
ChIJ5cOjnVgDdkgR5AZPPBxb2rM,"The Trinity, Borough","202-206 Borough High St, London SE1 1JX, United Kingdom",51.50109750000001,-0.0937262,4.2
ChIJ5dFxtLQbdkgRVq6DbWGALyU,The Winchester,"206 Archway Rd, London N6 5BA, United Kingdom",51.5737791,-0.1409162,4.5
ChIJ5w1c_XcddkgRM6yuNGBMba0,Old George Bethnal Green,"379 Bethnal Grn Rd, London E2 0AN, United Kingdom",51.5269869,-0.0607289,4.3
ChIJ5zPT0uwVdkgRadNeBAp_HC4,The Seven,"Kenton Ln, Harrow HA3 6AW, United Kingdom",51.6103953,-0.3300927,4.2
ChIJ60Ze3nQPdkgR_1Dd-T6enFw,The Golden Lion,"57 Fulham High St, London SW6 3JJ, United Kingdom",51.4698785,-0.2100137,4.4
ChIJ62t1CEoDdkgRNgHnRxqffuE,The Artful Dodger,"47 Royal Mint St, London E1 8LG, United Kingdom",51.5105042,-0.0701604,4.5
ChIJ65xQhFwFdkgR2Wtz2uH7VwI,ħ-bar,"Imperial College Rd, South Kensington, London SW7 2BX, United Kingdom",51.4986262,-0.1783335,4.2
ChIJ65xzsc8EdkgR1CPqm1x5rsU,Silver Cross,"33 Whitehall, London SW1A 2BS, United Kingdom",51.5066295,-0.1270581,4.1
ChIJ66HKJ8QFdkgRoWrsa8akEZc,The Cadogan Arms,"298 King's Rd, London SW3 5UG, United Kingdom",51.4859959,-0.1729423,4.6
ChIJ66pUxw0IdkgRQ3Ps6gRzE-A,Robin Hood,"52 West St, Sutton SM1 1SH, United Kingdom",51.3638307,-0.1967469,4.1
ChIJ67AxQZ4PdkgRmrsT0cBDOqI,The Durell Arms,"704 Fulham Rd., London SW6 5SA, United Kingdom",51.4743518,-0.2073436,4.3
ChIJ67Ih8CgbdkgRV7w_QaJtNDw,The Northumberland Arms,"119 Tottenham Ct Rd, London W1T 5AW, United Kingdom",51.5235394,-0.1373337,4.2
ChIJ67sU6z4DdkgR_KH2yr-roC0,The Gregorian,"96 Jamaica Rd, London SE16 4SQ, United Kingdom",51.4975898,-0.0664437,4.2
ChIJ67uvC2oDdkgRZhvetm3sZfY,The Grange Pub,"103, 104 Grange Rd, London SE1 3BW, United Kingdom",51.4937847,-0.0750093999999999,4.4
ChIJ68lhpCqs2EcRuAtTJc7l6Xs,The White Cross Inn,"146 N Cray Rd, Sidcup DA14 5EL, United Kingdom",51.4303866,0.1395541,4.0
ChIJ68oOBfak2EcRCjnmlV5xvgw,Sizzling Pubs,"Romford RM6 6NY, United Kingdom",51.5722542,0.1418719,2.6
ChIJ69tQQTYHdkgRiTVWzqODhU4,The Bulls Head,"39 Laud St, Croydon CR0 1SX, United Kingdom",51.369611,-0.10116,4.1
ChIJ6Q0ccNer2EcRBiL0aSz9io0,The Farmhouse,"52 Jason Walk, Coldharbour Estate, London SE9 3DQ, United Kingdom",51.4267896,0.0589006,4.2
ChIJ6Q5s85ACdkgRdVMud9WKE4E,The Ferry House Pub,"26 Ferry St, London E14 3DT, United Kingdom",51.4864946,-0.0133114,4.4
ChIJ6RKsE0QbdkgRcbbKJAi7JBA,The Fox,"28 Paul St, London EC2A 4LB, United Kingdom",51.5233998,-0.0841981,4.1
ChIJ6THf6VgcdkgRl7E5UFc3Iwo,The London Tavern,"92 Rendlesham Rd, London E5 8PA, United Kingdom",51.5586935,-0.0633958,4.2
ChIJ6UYgZbcPdkgRX5aMZvtFZ64,"The Distillers, Hammersmith","64 Fulham Palace Rd, London W6 9PH, United Kingdom",51.4893389,-0.2232238,4.3
ChIJ6VEr-_EddkgRrOJ9YVG8gNk,The Nags Head,"9 Orford Rd, London E17 9LP, United Kingdom",51.584106,-0.011259,4.3
ChIJ6Vi5pGIcdkgRmL7fWTm6XY8,The Londesborough,"36 Barbauld Rd, London N16 0SS, United Kingdom",51.5576861,-0.0806027,4.5
ChIJ6WEqRe8CdkgRnifz8slgisU,Victoria Pub SE8 Deptford,"177 Grove St, London SE8 3QQ, United Kingdom",51.48789679999999,-0.0343839,4.8
ChIJ6XKtaoEbdkgRQrcXQsKobtw,Brook Gate Finsbury Park,"175 Blackstock Rd, Finsbury Park, London N4 2JS, United Kingdom",51.5609591,-0.0984254,3.8
ChIJ6XQDtb0jdkgRENkfnt5qxRs,The Beehive,"Epping Green, Hertford SG13 8NB, United Kingdom",51.7459366,-0.1242667,4.5
ChIJ6Y4SSHoadkgR7p4h6QfugDQ,Old Bull & Bush Hampstead,"N End Way, London NW3 7HE, United Kingdom",51.5674992,-0.1826815,4.3
ChIJ6YDuO5cFdkgR7vGzEUtYbs0,Hawkins Forge,"110 Battersea Rise, Greater, London SW11 1EJ, United Kingdom",51.46071870000001,-0.1690034,4.4
ChIJ6Yl-eWsRdkgRiqyOl8oL9rg,The George,"234 Church Ln, London NW9 8SN, United Kingdom",51.5734761,-0.2617098,4.1
ChIJ6Zr2DqIEdkgRhVkq34baxiw,The Elephant and Castle Pub,"119 Newington Causeway, Elephant and Castle, London SE1 6BN, United Kingdom",51.49535880000001,-0.0995851,4.0
ChIJ6_7QmZ8fdkgRYP3j1AaYJqY,The Lion,"375 Hertford Rd, Enfield EN3 5PP, United Kingdom",51.6634371,-0.0449059999999999,4.4
ChIJ6_DRyCIddkgRpt4bct8ZovM,Lord Morpeth,"402 Old Ford Rd., Bow, London E3 5NR, United Kingdom",51.5344303,-0.035709,4.4
ChIJ6_SiycwEdkgRW5ZxkCF1KDs,The Cross Keys,"31 Endell St, London WC2H 9EB, United Kingdom",51.5145345,-0.1247271,4.4
ChIJ6aUJJ1IbdkgR1nv6QossVJg,"The Fence, Farringdon","67-69 Cowcross St, London EC1M 6BP, United Kingdom",51.52006429999999,-0.1036478,4.0
ChIJ6aua3jQbdkgR-DDDnrsbmGg,The Hercules Pillars,"18 Great Queen St, London WC2B 5DG, United Kingdom",51.515853,-0.1208914,4.1
ChIJ6b0RS-AEdkgRNH53w1dDO38,Constitution,"42 Churton St, Pimlico, London SW1V 2LP, United Kingdom",51.49134129999999,-0.1391552,4.3
ChIJ6bn2MdQEdkgR1GXTpMMWq7w,Leicester Arms,"44 Glasshouse St, London W1B 5DP, United Kingdom",51.5105856,-0.1376637,4.2
ChIJ6c6XmRaq2EcRzcRhlBnJHAo,Prince Frederick,"31 Nichol Ln, Bromley BR1 4DE, United Kingdom",51.4158428,0.019791,4.3
ChIJ6cztPjoddkgR6kKXH3DZKJU,The Coborn,"8 Coborn Rd, Bow, London E3 2DA, United Kingdom",51.5269883,-0.0300812,4.4
ChIJ6eUIi2YbdkgR_tfFYPZIDVI,Hoxley & Porter,"153 Upper St, London N1 1RA, United Kingdom",51.5403034,-0.1027601,4.1
ChIJ6evxQaYWdkgRDyokaK0BJn4,Moranos,"12, Station Parade, Canons Park, London HA8 6RW, United Kingdom",51.60758730000001,-0.2959299,4.5
ChIJ6fK9FtAPdkgRdZW6DkHWrnU,Defectors Weld,"170 Uxbridge Rd, London W12 8AA, United Kingdom",51.5052508,-0.224429,4.1
ChIJ6w3Nn0me2EcRKjq-LntQ1zI,Crooked Billet,"Middle St, Nazeing, Waltham Abbey EN9 2LD, United Kingdom",51.7358413,0.0159046,4.4
ChIJ6wJcF0kadkgRAmSc9jjJnzs,The Wrestlers,"98 North Rd, London N6 4AA, United Kingdom",51.5749112,-0.149862,4.4
ChIJ6wZ9P6iu2EcR1wyath2xT2c,The Alma,"10 Alma Rd, Sidcup DA14 4EA, United Kingdom",51.4321756,0.1036802,4.3
ChIJ6xRCnsMFdkgRpT1QvwT0ROE,Lord Clyde Southwark,"27 Clennam St, London SE1 1ER, United Kingdom",51.5028346,-0.0955688,4.5
ChIJ6xWp9Fej2EcR5VLeZCtEpfA,Aspen Tree,"Gobions Ave, Collier Row, Romford RM5 3SP, United Kingdom",51.6003449,0.1771226,4.1
ChIJ6yx2NaEBdkgRwfxA18-2FgE,The Pub,"82 Newlands Park, London SE26 5NB, United Kingdom",51.4242763,-0.051652,5.0
ChIJ70IQEiE_dkgRPF1H7lqdt7o,The Verulam,"41 Lower Dagnall St, St Albans AL3 4QE, United Kingdom",51.7528501,-0.3440942,4.6
ChIJ71XMhSE_dkgRQsJxWaLa69I,White Lion,"91 Sopwell Ln, St Albans AL1 1RN, United Kingdom",51.74814259999999,-0.3373316,4.5
ChIJ71ZnzwYbdkgRAzq9vTjF_K0,The Fox At Crouch End,"2 Park Rd, London N8 8TD, United Kingdom",51.5806055,-0.1239458,4.4
ChIJ72L3z1sDdkgR2AYCjHUcNik,The Britannia - SMOK'D,"44 Kipling St, Kipling Estate, London SE1 3RU, United Kingdom",51.5012053,-0.0871859,4.3
ChIJ72hDqDLOcEgRWBJtWsAw6Lo,The Cow,"4, Chestnut Plaza, Montfichet Rd, London E20 1GL, United Kingdom",51.5421317,-0.0081587999999999,4.0
ChIJ73OaotIadkgRqpMqS5XPP2w,Devonshire Arms,"7 Duke St, London W1U 3EE, United Kingdom",51.5162029,-0.1521647,4.1
ChIJ73x_jfUNdkgRauDxkG54vGU,The Sir Michael Balcon,"46-47 The Mall, London W5 3TJ, United Kingdom",51.5136129,-0.2987749,4.1
ChIJ74DN5esEdkgRRSK4pftLyH4,The Rose,"35 Albert Embankment, London SE1 7TL, United Kingdom",51.4897765,-0.1226189,4.2
ChIJ74cug8AWdkgRGSq-AFvstmk,Railway Tavern,"129 Hale Ln, London NW7 3SB, United Kingdom",51.6166466,-0.2594638,4.2
ChIJ75-B2mMbdkgR73Bsw1tEF1k,Myddleton Arms,"52 Canonbury Rd, London N1 2HS, United Kingdom",51.5417299,-0.0976645999999999,4.4
ChIJ77GvkG2q2EcREuSCS3GNAbs,Star & Garter Pub,"227 High St, Bromley BR1 1NZ, United Kingdom",51.4067854,0.012537,4.5
ChIJ786nhnwRdkgRkj6ehDWY2o4,The Torch,"1-5 Bridge Rd, Wembley Park, Wembley HA9 9AB, United Kingdom",51.56496019999999,-0.2773843,4.0
